name,username,description,location,followers,numberstatuses,time,tweets,Unnamed: 8,Sentiment
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 20:22,@Skxx51 truth behind Jan13 where he's asserted that FSA the one who start the infighting and killing muhajireen @striv3ric @War_Reports(4),,Negative
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 20:33,@Skxx51 those who doesn't know him will says that his tweets are true and he's on haqq.. @striv3ric,,Positive
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,8/29/2015 20:42,"History repeated itself. JN almost vanished when #IS came to #Syria and massive bayah from #Aleppo &amp; #Raqqa
https://t.co/qMmG1K8Csa",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 10:23,report JN tells their fighters they won't participate in mari battle against Islamic state under any circumstance https://t.co/pe6...,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 11:47,The sahawat declare these villages military zones but love to talk about civilian deaths and provide no videos http://t.co/XrsJ0lCYDH/s/Q6jN,,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:03,"Didnt i tell you that JN only make takfir on those who spill their holy blood? SRF, hazm? https://t.co/qQUYie0efm/s/hJqq",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:04,@abuyaqub6: RT @Alwalawalbara12: May Allah punish every shiite ! https://t.co/y1WWfRJdTp/s/AqAU,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:10,"*NEW*
Hijrah Advice Part 7: Security Measures

http://t.co/m6xJWRXTbE/s/mTE2/s/bTlT/s/m8S8
http://t.co/m6xJWRXTbE/s/mTE2/s/...",,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:10,"aNOr/s/mTE2/s/bTlT/s/m8S8
http:.",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:14,"#ولاية_دمشق

مرتدین صحوات کے دو افراد ھلاک اور دیگر زخمی ہوگئے، یہ",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:14,افراد جنوب دمشق یلدا میں ضلع الزین کی جانب جانیوالی ٹنل,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:28,Nusra used to have a 5 to 7 km frontline against IS in North-Aleppo. IS could never advance from that side.,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:31,"@macroarch: أبو سمرا، طرابلس، لبنان 
Abo Samra, Tripoli, Lebanon ht",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:31,tp://t.co/sNAkcqB7MR/s/tFTW,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 13:38,"For Sake of Allah
return_of_the_gold_dinar
https://t.co/ZxKdY9oIK7/s/a7HH
http://t.co/nhkQJGxRjR/s/V84v
http://t.co/jkDo16p9fX/s/VI21 http:.",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 14:02,حشد الشعبي کا مددگار صحوات الجیسات کا عنصر عدنان الجبوري آج #المال,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 14:02,حة / #بيجي میں جنود #الخلافة کے ہاتھوں ھلاک ہوگیا۔ http://t.co/CDoM,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 14:03,E58qi7/s/L7uu,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 16:27,"@AHWAAL_UMMAT10: ""مصطفى الزبيدي"" جیش الصفوي کا عنصر جنود #الخلافة ک",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 16:27,ے ہاتھوں کل عراق میں ھلاک ہوگیا۔ http://t.co/ot6mr9wwmk/s/TE28,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/30/2015 17:37,"WilayatSalahuddin
Side of the ongoing battles against Safavid army &amp; militias west of Baiji city http://t.co/pGZxKkoC/s/3wt-.",,Neutral
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 10:57,RT @abdelhakzait: @nasseralfahad0كما فعل المجاهدون   وليس مجاهدين كيف لجاهل باللغة أن يكون عالما بالدين,,Neutral
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 10:58,AMEEN #Mojahdin #Saudi  https://t.co/XqoCTG3Ppm,,Neutral
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 10:59,#IS #Doma  https://t.co/WXscnmSUne,,Neutral
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 11:02,#ناصر_الفهد : [هذه الدولة (#السعودية ) لا تعرف جهاداً في سبيل الله ولا غيره، وإنما تعرف (الجهاد في سبيل أمريكا) ] .,,Negative
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 11:04,pls share brothers and sisters  https://t.co/Cske0scIbu,,Neutral
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 11:39,عقبال #دمشق https://t.co/Tn4tpgLgxA,,Neutral
abu baker aldimashqi,abubakerdimshqi,,,119,274,8/31/2015 11:44,RT @CNN: Photo of Israeli soldier holding Palestinian boy in headlock goes viral. http://t.co/OD1Tk1RwGx http://t.co/iO0AlaUqDR,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/31/2015 13:17,"Iraq
Hashd criminals bought to justice same way the killed Sunnis , they were killed by IS
https://t.co/qSMoGs3IHh/s/cgxY http.",,Negative
IS_BAQIYA,BaqiyaIs,,,25,471,8/31/2015 14:50,غزوہ ابو حسان الخثعمی,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,8/31/2015 14:51,غزوہ ابو حسان الخثعمی. .,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 10:59,Yarmouk TV channel linked to the Jordanian Muslim Brothers has been suspended by Joedanian  authorities. http://t.co/pWIO0plqdJ/s/SzIN,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 11:01,"@anti__terrorist: #WilayatAlJazirah
Harvesting comb honey from beehives
http://t.co/uZrMzw9qNy/s/dLaK http://t.co/Tdi7ndoht4/s/91CM",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 11:06,#AlShabaab claims it killed 50+ #AMISOM soldiers from #UPDF in today's Jannaale attack carried out by Sheikh Abu Zubayr battali,,Negative
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 11:19,"@FollowTheHaQQQ: #IslamicState Wilayet #Sinai
Coming Soon http://t.co/Qn47D3R9e7/s/YiW2",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 14:41,"#IS #WilayatBarqah #Libya 
Distributing da'wah leaflets in Noufaliy",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 14:41,ah town. 📷 http://t.co/oBltqWJCHJ/s/yrBT http://t.co/fsd3nWsdGO/s/,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 14:41,on_Y,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 14:49,"The bakery Administration ➡  9th in top ten selected

wlaya raqqah",,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 14:49,https://t.co/NSaIFPbNG7/s/ZiSk http://t.co/83MzxnOaVi/s/ZG4V,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 14:52,"General Petraeus: Use Al-Qaeda (JN) Fighters to Beat the Islamic State 

http://t.co/GBPJ6Jz9KP/s/nsvA 

I Leave the comments to",,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 14:52,"Poor IS ""Baathists &amp; Saddamists"",even Russia have intervenerad on behalf of #Assad 
So, Kuffar, Nationalists, Apostates, Sultan scholars etc",,Negative
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 14:56,"@3diyah1000: Most popular attacks in Somalia last years : #dayniile attack, #Lego attack, #Jannale attack, #Yurkud attack.
#Somalia",,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/1/2015 15:03,"US-trained Division 30 has entered Marea to fight the Islamic State, JN has reportedly allowed this (?!)
http://t.co/xC7g/s/6KhJ.",,Neutral
abu baker aldimashqi,abubakerdimshqi,,,119,274,9/1/2015 16:05,@Tawheed1_IS but one is important to live when the other one is not!,,Positive
abu baker aldimashqi,abubakerdimshqi,,,119,274,9/1/2015 16:08,the word of the week! https://t.co/B8bvjrYU5s,,Neutral
abu baker aldimashqi,abubakerdimshqi,,,119,274,9/1/2015 16:21,"@IronMuhajir2 @jundhullah14 
nothing like Jihad, God give us the help and power to do our FARRIDA",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/2/2015 3:07,"جديد

#ولاية_سيناء

حصاد الأجناد

https://t.co/WYghkb7aOa/s/_H8l
و",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/2/2015 3:07,"https://t.co/4yOV4XFTMh/s/JFUK
و
https://t.co/VxdsEBLJnb/s/Gxfh htt",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/2/2015 3:08,p://t.,,Neutral
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,9/2/2015 4:42,"#IslamicState now just 8 kilometres from Great Umayyad Mosque. March towards #Damascus
https://t.co/GAApm97s0R",,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/2/2015 15:47,"BREAKING
Nigeria
Islamic State advance on Lagos the business capital biggest city in Nigeria 
http://t.co/nfCHTA18f3/s/n6GP",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/2/2015 16:07,"#WilayatAlFallujah

New Video : The Knights of Victory (Part 3)

Coming Soon.....InshaAllah http://t.co/RaCiBw8yNU/s/uXrn",,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/2/2015 17:34,@Jazrawi_Missk: Apostate FSA group declares hiwar this area circled as a military zone. http://t.co/34AjemeLva/s/zjMI,,Negative
abu baker aldimashqi,abubakerdimshqi,,,119,274,9/2/2015 23:06,my heart is tears blood every day for those kids from the occupied #Syria my loved country https://t.co/iZPJdxSkG2,,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/3/2015 3:16,"WilayatSayna
Konkurs Missile attacks - Harvest of the Soldiers Islamic State Wilayat Sayna'
http://t.co/2oHOgdXVKO/s/y-je...",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/3/2015 3:17,"#WilayatAlFurat
New Video : Rejoice of the Citizens with Gold Currency
http://t.co/WHluM0r4GA/s/fgVN
https://t.co/Dl5Apf88w7/s/V0A6 ht.",,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/3/2015 3:18,Here is the #JN shar'ī who was doing the job. See the face? His nam,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/3/2015 3:18,"e is Abu Abwab.

(2/2)

https://t.co/qI2NAkvGsI/s/nRrr",,Neutral
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,9/3/2015 4:31,"RT @pieternanninga: New 37-min video #IS #Sinai prov.: snipers, VBIEDs, manpads &amp; footage of last July's attack on #Egypt|ian patrol boat h…",,Positive
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,9/3/2015 4:32,RT @pieternanninga: New #IS video shows four men being burned alive in al-Anbar province http://t.co/YvdLFHfaUV,,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/3/2015 13:03,"Ali Mohammad Beqaaey died. Second Syrian refugee child to die shot by funeral stray bullets in Lebanon, in 2 months....",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/3/2015 13:03,"@uygaraktas: #Uighurs are being eliminated in Pakistan under the pretext of war  against terrorism 
http://t.co/1QwksVvqKk/s/kJQn",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/3/2015 13:03,What more...Sariyyah al-Ghuraba are extended to Mali &amp; sahara of maghrib/ Algeria!,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/3/2015 13:04,Mujahideen from Burma capture 3 pigs of the Buddhist army http://t.co/UJMkNMR6NH/s/l_Oi,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/3/2015 13:16,"Britain should not take more Middle East refugees, says David Cameron http://t.co/baiaDRZE0h/s/uWyk http://t.co/FTJbfUr9xh/s/2QDx",,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/3/2015 14:22,"@striv3ric: Here's an alternative link of the statement of the pledge on archive org

https://t.co/L4wHO4mbUg/s/gyZx",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/3/2015 16:14,"https://t.co/WsGDfE73mq/s/erwg 
#Amaq_News: Video showing #IS soldiers controlling the entire #al_qadam quarter South of #Damascus.",,Neutral
abu baker aldimashqi,abubakerdimshqi,,,119,274,9/3/2015 23:47,"RT @MuslimPrisoners: Bothers &amp; Sisters plz show determination.
If the haters never trier banning Abu Haleemah, we should never stop our sho…",,Neutral
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,9/4/2015 12:47,"RT @3bdUlkaed6r: Russian troops 'fighting alongside Assad's army against Syrian rebels'
http://t.co/crncNUCX9q",,Neutral
ابو الدرداء #خلافة,YazeedDhardaa25,Observing a JIHAD NEWS mainly about Islamic State.,,904,127,9/4/2015 12:48,RT @syrializer: #Syria: ISIS Destroys More Ancient Artifacts In #Palmyra #IslamicState http://t.co/0BC2ETgejL http://t.co/Ip8gGzNXsb,,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/4/2015 16:06,Iraq Basra body of young sunni child found with signs of torture 1 day after being kidnapped by Rafidah militia,,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/4/2015 16:16,"@AK47_PK:
#IS launched #Katyusha Rockets Against #Peshmerga Barracks In 
#Hawija http://t.co/UHBNrgTQch/s/8UQA",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/4/2015 16:17,"@AK47_PK:
#IS Official Statement on Ishtihadi Operasion In South East Of 
#Ramadi http://t.co/3us8jmGfJQ/s/teR7",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/4/2015 16:20,"@AK47_PK:
wilayatwestafrica/ double martydom operation targeted military #camp in north Cameroon kills 19,wounds 143",,Negative
IS_BAQIYA,BaqiyaIs,,,25,471,9/4/2015 16:25,"Tower of Elahbel a grave made into a tower, worshiped by people around the world. Destroyed by Islamic State.",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/4/2015 17:35,"العراق : بيجي

جحش کا رافضی لیڈر ""مصطفى المحمداوي"" کل جنود الدولة ا",,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/4/2015 17:35,لإسلامية کے ہاتھوں ھلاک ہوگیا۔ http://t.co/ae1lnq60z3/s/-iYz,,Neutral
IS_BAQIYA,BaqiyaIs,,,25,471,9/5/2015 0:40,"Large quantities of weaponry left behind by Iraqi army and Badr militia upon attack by #ISIS in #Fallujah, #Iraq. #PT http://t.co/YZSCxK",,Negative
IS_BAQIYA,BaqiyaIs,,,25,471,9/5/2015 0:40,@spamci16: More than 70000 childrens have been killed by Assad regime.Why cry only for the drowned child?Hypocricy of the world.,,Positive
IS_BAQIYA,BaqiyaIs,,,25,471,9/5/2015 0:42,PHOTOS: #UAE broadcast footage of airstrikes in #Yemen after 45 UAE soldiers killed in Marib.- @Flea1337 http://t.co/2GKY3HemJW/s/-ZpH,,Negative
